County,County Code,Race,Race Code,Year,Year Code,UCD - ICD Chapter,UCD - ICD Chapter Code,MCD - ICD Sub-Chapter,MCD - ICD Sub-Chapter Code,Deaths,Population,Crude Rate
"Grafton County, NH",33009,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,12,43512,Unreliable
"Grafton County, NH",33009,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,12,43512,Unreliable
"Grafton County, NH",33009,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,13,42811,Unreliable
"Grafton County, NH",33009,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,10,41854,Unreliable
"Grafton County, NH",33009,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,10,41854,Unreliable
"Hillsborough County, NH",33011,White,2106-3,2013,2013,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,15,204881,Unreliable
"Hillsborough County, NH",33011,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,39,204881,19
"Hillsborough County, NH",33011,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,49,204881,23.9
"Hillsborough County, NH",33011,White,2106-3,2014,2014,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,18,202975,Unreliable
"Hillsborough County, NH",33011,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,82,202975,40.4
"Hillsborough County, NH",33011,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,88,202975,43.4
"Hillsborough County, NH",33011,White,2106-3,2015,2015,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,16,200682,Unreliable
"Hillsborough County, NH",33011,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,132,200682,65.8
"Hillsborough County, NH",33011,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,142,200682,70.8
"Hillsborough County, NH",33011,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,172,198686,86.6
"Hillsborough County, NH",33011,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,178,198686,89.6
"Merrimack County, NH",33013,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,13,74466,Unreliable
"Merrimack County, NH",33013,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,12,74466,Unreliable
"Merrimack County, NH",33013,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,32,73744,43.4
"Merrimack County, NH",33013,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,34,73744,46.1
"Merrimack County, NH",33013,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,27,73190,36.9
"Merrimack County, NH",33013,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,35,73190,47.8
"Merrimack County, NH",33013,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,31,72190,42.9
"Merrimack County, NH",33013,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,31,72190,42.9
"Rockingham County, NH",33015,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,24,153682,15.6
"Rockingham County, NH",33015,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,34,153682,22.1
"Rockingham County, NH",33015,White,2106-3,2014,2014,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,10,152326,Unreliable
"Rockingham County, NH",33015,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,55,152326,36.1
"Rockingham County, NH",33015,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,58,152326,38.1
"Rockingham County, NH",33015,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,78,150780,51.7
"Rockingham County, NH",33015,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,85,150780,56.4
"Rockingham County, NH",33015,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,79,148952,53
"Rockingham County, NH",33015,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,84,148952,56.4
"Strafford County, NH",33017,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,15,67885,Unreliable
"Strafford County, NH",33017,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,16,67885,Unreliable
"Strafford County, NH",33017,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,29,67797,42.8
"Strafford County, NH",33017,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,40,67797,59
"Strafford County, NH",33017,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,34,68041,50
"Strafford County, NH",33017,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,36,68041,52.9
"Strafford County, NH",33017,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,45,67597,66.6
"Strafford County, NH",33017,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,44,67597,65.1
"Atlantic County, NJ",34001,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,20,102862,19.4
"Atlantic County, NJ",34001,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,53,102862,51.5
"Atlantic County, NJ",34001,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,29,101060,28.7
"Atlantic County, NJ",34001,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,44,101060,43.5
"Atlantic County, NJ",34001,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,32,98992,32.3
"Atlantic County, NJ",34001,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,49,98992,49.5
"Atlantic County, NJ",34001,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,47,96315,48.8
"Atlantic County, NJ",34001,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,70,96315,72.7
"Bergen County, NJ",34003,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,14,360569,Unreliable
"Bergen County, NJ",34003,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,70,360569,19.4
"Bergen County, NJ",34003,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,18,359733,Unreliable
"Bergen County, NJ",34003,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,62,359733,17.2
"Bergen County, NJ",34003,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,17,357280,Unreliable
"Bergen County, NJ",34003,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,80,357280,22.4
"Bergen County, NJ",34003,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,20,353247,5.7
"Bergen County, NJ",34003,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,85,353247,24.1
"Burlington County, NJ",34005,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,19,179024,Unreliable
"Burlington County, NJ",34005,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,62,179024,34.6
"Burlington County, NJ",34005,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,22,176773,12.4
"Burlington County, NJ",34005,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,56,176773,31.7
"Burlington County, NJ",34005,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,21,174307,12
"Burlington County, NJ",34005,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,69,174307,39.6
"Burlington County, NJ",34005,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,41,171053,24
"Burlington County, NJ",34005,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,86,171053,50.3
"Camden County, NJ",34007,Black or African American,2054-5,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,18,62903,Unreliable
"Camden County, NJ",34007,Black or African American,2054-5,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,20,62903,31.8
"Camden County, NJ",34007,Black or African American,2054-5,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,14,62893,Unreliable
"Camden County, NJ",34007,Black or African American,2054-5,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,18,62893,Unreliable
